"activity"	"source"	"subjectId"	"type"	"feature"	"average"
"62"	"LAYING"	"test"	2	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.984987392916667
"63"	"LAYING"	"test"	2	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.989345368541667
"64"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.974059464791667
"65"	"LAYING"	"test"	2	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.988860685833333
"66"	"LAYING"	"test"	2	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.981910616458333
"67"	"LAYING"	"test"	2	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.963174222291667
"68"	"LAYING"	"test"	2	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.959014441458333
"69"	"LAYING"	"test"	2	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.988211865208333
"70"	"LAYING"	"test"	2	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.984230418125
"71"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.98027739875
"72"	"LAYING"	"test"	2	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.975121387916667
"73"	"LAYING"	"test"	2	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.984568489166667
"74"	"LAYING"	"test"	2	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.96109837875
"75"	"LAYING"	"test"	2	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.989492660416667
"76"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.984233296875
"77"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.98587216875
"78"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.98317254125
"79"	"LAYING"	"test"	2	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.988442014375
"80"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationMeanX"	0.263559214981481
"81"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeMeanX"	-0.00923156347222222
"82"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeMeanY"	-0.0930128180759259
"83"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeMeanZ"	0.169720404092593
"84"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.105019877685185
"85"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0381230432222222
"86"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0712156288333333
"87"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationMeanY"	-0.0150031841055556
"88"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.954557603148148
"89"	"LAYING"	"test"	4	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.954557603148148
"90"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.970095771666667
"91"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.930236462592593
"92"	"LAYING"	"test"	4	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.985068502037037
"93"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanX"	-0.958802077592593
"94"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanY"	-0.938883374444444
"95"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.967504278888889
"96"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	-0.274194618766667
"97"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	0.366231448994444
"98"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	0.201329591976111
"99"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationMeanZ"	-0.110688150314815
"100"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanX"	-0.978542457407407
"101"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanY"	-0.943969987222222
"102"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanZ"	-0.975383329444444
"103"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyX"	0.182436483157407
"104"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyY"	0.0987428836296296
"105"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	0.0770211165
"106"	"LAYING"	"test"	4	"Mean"	"timeGravityAccelerationMeanX"	-0.420664662222222
"107"	"LAYING"	"test"	4	"Mean"	"timeGravityAccelerationMeanY"	0.915165104259259
"108"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanX"	-0.967203736481482
"109"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanY"	-0.972187839074074
"110"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanZ"	-0.961479262592593
"111"	"LAYING"	"test"	4	"Mean"	"timeGravityAccelerationMeanZ"	0.341531310555556
"112"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.0660921823944444
"113"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.526889995562963
"114"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMeanFrequencyZ"	0.152886311603704
"115"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMagnitudeMean"	-0.939389701296296
"116"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	0.241697899814815
"117"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.96228712537037
"118"	"LAYING"	"test"	4	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.274027349574074
"119"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMagnitudeMean"	-0.961556660185185
"120"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.259851969798148
"121"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.983609073333333
"122"	"LAYING"	"test"	4	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	0.202949381537037
"123"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationJerkMeanX"	0.0934494217777778
"124"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationJerkMeanY"	0.00693313213968519
"125"	"LAYING"	"test"	4	"Mean"	"timeBodyAccelerationJerkMeanZ"	-0.00641054328740741
"126"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeStandardDeviationX"	-0.973102422222222
"127"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeStandardDeviationY"	-0.961109291851852
"128"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeStandardDeviationZ"	-0.962073755
"129"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.975103204259259
"130"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.986855629814815
"131"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.983965359814815
"132"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.931292216611111
"133"	"LAYING"	"test"	4	"Std"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.931292216611111
"134"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.960786430740741
"135"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.947031781666667
"136"	"LAYING"	"test"	4	"Std"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.982698213703704
"137"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationStandardDeviationX"	-0.952464881481481
"138"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationStandardDeviationY"	-0.946380971111111
"139"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationStandardDeviationZ"	-0.962154454259259
"140"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.980079292592593
"141"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.944366881666667
"142"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.980261236296296
"143"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.954193738888889
"144"	"LAYING"	"test"	4	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.975094739444444
"145"	"LAYING"	"test"	4	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.956182500185185
"146"	"LAYING"	"test"	4	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.965807466666667
"147"	"LAYING"	"test"	4	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.921199965925926
"148"	"LAYING"	"test"	4	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.969816635740741
"149"	"LAYING"	"test"	4	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.976176608888889
"150"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.941714042407407
"151"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.937187975962963
"152"	"LAYING"	"test"	4	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.958037119259259
"153"	"LAYING"	"test"	4	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.947100325185185
"154"	"LAYING"	"test"	4	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.982543631666667
"155"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.962667314814815
"156"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.978302781111111
"157"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.942209488333333
"158"	"LAYING"	"test"	4	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.978511984259259
"159"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationMeanX"	0.2591955368
"160"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeMeanX"	-0.013632036148
"161"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeMeanY"	-0.15890291983
"162"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeMeanZ"	0.101275010682
"163"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.10384667982
"164"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.027552256948
"165"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0569490475
"166"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationMeanY"	-0.020526821662
"167"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.9308684376
"168"	"LAYING"	"test"	9	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.9308684376
"169"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.9633745492
"170"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.9071250998
"171"	"LAYING"	"test"	9	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.964524819
"172"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanX"	-0.946865494
"173"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanY"	-0.9343665984
"174"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.9459190006
"175"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	-0.4459627774628
"176"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	-0.215336752654
"177"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	0.17810728092
"178"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationMeanZ"	-0.10754972144
"179"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanX"	-0.964304065
"180"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanY"	-0.9640828062
"181"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanZ"	-0.955909215
"182"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyX"	-0.08503093738
"183"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyY"	-0.227093669698
"184"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMeanFrequencyZ"	-0.094374360132
"185"	"LAYING"	"test"	9	"Mean"	"timeGravityAccelerationMeanX"	-0.5802528348
"186"	"LAYING"	"test"	9	"Mean"	"timeGravityAccelerationMeanY"	-0.1191541962
"187"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanX"	-0.930297921
"188"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanY"	-0.9345796594
"189"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanZ"	-0.9598150092
"190"	"LAYING"	"test"	9	"Mean"	"timeGravityAccelerationMeanZ"	0.9578730416
"191"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanFrequencyX"	-0.23069917904112
"192"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanFrequencyY"	-0.321206958058
"193"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMeanFrequencyZ"	-0.055125413678
"194"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMagnitudeMean"	-0.9266042952
"195"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationMagnitudeMeanFrequency"	-0.085609052452
"196"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMean"	-0.9543205856
"197"	"LAYING"	"test"	9	"Mean"	"frequencyBodyAccelerationJerkMagnitudeMeanFrequency"	0.1670029826292
"198"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMagnitudeMean"	-0.9186053356
"199"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeMagnitudeMeanFrequency"	-0.20634356866
"200"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMean"	-0.9558062546
"201"	"LAYING"	"test"	9	"Mean"	"frequencyBodyGyroscopeJerkMagnitudeMeanFrequency"	-0.016201378678
"202"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationJerkMeanX"	0.08807344764
"203"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationJerkMeanY"	0.011561732718
"204"	"LAYING"	"test"	9	"Mean"	"timeBodyAccelerationJerkMeanZ"	-0.0070536778584
"205"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeStandardDeviationX"	-0.9422465098
"206"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeStandardDeviationY"	-0.9266185314
"207"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeStandardDeviationZ"	-0.9615953704
"208"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeJerkStandardDeviationX"	-0.945329035
"209"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeJerkStandardDeviationY"	-0.9621702422
"210"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeJerkStandardDeviationZ"	-0.9770761602
"211"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationMagnitudeStandardDeviation"	-0.91512680016
"212"	"LAYING"	"test"	9	"Std"	"timeGravityAccelerationMagnitudeStandardDeviation"	-0.91512680016
"213"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationJerkMagnitudeStandardDeviation"	-0.9550268052
"214"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeMagnitudeStandardDeviation"	-0.8985578738
"215"	"LAYING"	"test"	9	"Std"	"timeBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.9528015598
"216"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationStandardDeviationX"	-0.9409810272
"217"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationStandardDeviationY"	-0.9128367508
"218"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationStandardDeviationZ"	-0.9419711636
"219"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationJerkStandardDeviationX"	-0.9686013042
"220"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationJerkStandardDeviationY"	-0.966634136
"221"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationJerkStandardDeviationZ"	-0.9597147176
"222"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationStandardDeviationX"	-0.94233309
"223"	"LAYING"	"test"	9	"Std"	"frequencyBodyGyroscopeStandardDeviationX"	-0.9463891504
"224"	"LAYING"	"test"	9	"Std"	"frequencyBodyGyroscopeStandardDeviationY"	-0.9231319366
"225"	"LAYING"	"test"	9	"Std"	"frequencyBodyGyroscopeStandardDeviationZ"	-0.965686312
"226"	"LAYING"	"test"	9	"Std"	"timeGravityAccelerationStandardDeviationX"	-0.9218210626
"227"	"LAYING"	"test"	9	"Std"	"timeGravityAccelerationStandardDeviationY"	-0.9699944882
"228"	"LAYING"	"test"	9	"Std"	"timeGravityAccelerationStandardDeviationZ"	-0.9712046902
"229"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationStandardDeviationY"	-0.9162927764
"230"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationMagnitudeStandardDeviation"	-0.921929738394
"231"	"LAYING"	"test"	9	"Std"	"frequencyBodyAccelerationJerkMagnitudeStandardDeviation"	-0.9550947122
"232"	"LAYING"	"test"	9	"Std"	"frequencyBodyGyroscopeMagnitudeStandardDeviation"	-0.9034005814
"233"	"LAYING"	"test"	9	"Std"	"frequencyBodyGyroscopeJerkMagnitudeStandardDeviation"	-0.9522904702
"234"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationStandardDeviationZ"	-0.9407072854
"235"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationJerkStandardDeviationX"	-0.9647404702
"236"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationJerkStandardDeviationY"	-0.9639966798
"237"	"LAYING"	"test"	9	"Std"	"timeBodyAccelerationJerkStandardDeviationZ"	-0.958562455
"238"	"LAYING"	"test"	10	"Mean"	"timeBodyAccelerationMeanX"	0.280230574137931
"239"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeMeanX"	-0.019555937162069
"240"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeMeanY"	-0.0770325657265517
"241"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeMeanZ"	0.104720478344828
"242"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeJerkMeanX"	-0.100308254413793
"243"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeJerkMeanY"	-0.0388797920413793
"244"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeJerkMeanZ"	-0.0590744912758621
"245"	"LAYING"	"test"	10	"Mean"	"timeBodyAccelerationMeanY"	-0.024294484137931
"246"	"LAYING"	"test"	10	"Mean"	"timeBodyAccelerationMagnitudeMean"	-0.956781819655172
"247"	"LAYING"	"test"	10	"Mean"	"timeGravityAccelerationMagnitudeMean"	-0.956781819655172
"248"	"LAYING"	"test"	10	"Mean"	"timeBodyAccelerationJerkMagnitudeMean"	-0.976234435172414
"249"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeMagnitudeMean"	-0.937590998793103
"250"	"LAYING"	"test"	10	"Mean"	"timeBodyGyroscopeJerkMagnitudeMean"	-0.970830848965517
"251"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanX"	-0.96918420862069
"252"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanY"	-0.954341849137931
"253"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanZ"	-0.964300845172414
"254"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanFrequencyX"	-0.14052022862069
"255"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanFrequencyY"	0.200554088396552
"256"	"LAYING"	"test"	10	"Mean"	"frequencyBodyAccelerationMeanFrequencyZ"	0.317328874567241
